id,d1,startaca,aca,endaca,m4all,endm4all,startq1,q1a,q1b,q1c,q1d,q1e,q1f,q2a,q2b,q2c,q2d,q2e,q11,endq2,startq3,q3a,q3b,q4,q5,q6,q7,endq7,startq8,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,endq8,partystart,party,partylean,party3,party5,q9,q10,endq11,startq12,q12a,q12b,q12c,q13,endq13,startq14,q14,q15,q16,q17,q18,q23,endq18,startdemos,rsex,gendervar,age,age2,recage,recage2,recage3,coverage,agecov,covtype,covtypeot,agecovtype,covself,covselfot,covmkt,q19,q20,starthealth,health,rechealth,rechealth2,prexa,endprx,startmarital,marital,employ,recemploy,employend,rvotestart,ideology,rvote,trumpapprove,trumpapprove2,trumpend,religstart,educ,receduc,receduc2,receduc3,hispanic,race,raceot,racethn,nativity,racethn2,income,recincome,endincome,startcell,cell,hhcell,landline,hhadults,moneystart,int,endint,timeend,cstate,cregion,density,intvwdate,inteview_length,sample07,sample10,sstate,sregion,sdivision,stz,sample17,sample19,sample240,sample,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,state1,halfsamp,halfsamp2,state,sample239,sample241,USR
50000248,Female,88,Somewhat unfavorable,113,Strongly oppose,135,135,Important but not a top priority,Top priority,Should not be done,Important but not a top priority,Should not be done,Important but not a top priority,Very negative,Neutral/Neither positive or negative (Vol.),Neutral/Neither positive or negative (Vol.), ,Neutral/Neither positive or negative (Vol.),The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,315,315,Very important, ,Not too worried,Somewhat worried, ,"Yes, overturn",404,404,Keep it about the same,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,462,462,Independent,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,480,480,"Yes, should take action","No, should not take action","Yes, should take action",Both,572,572,Too little,No role at all, ,About the same, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",642,642,Female,FEMALE,46, ,18-64,30-49,45-54,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name, , , ,No, ,710,Only fair,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",737,737,Never been married,"Or, a homemaker or stay at home parent?",A HOMEMAKER OR STAY AT HOME PARENT,763,763,Moderate,No,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,797,797,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,Other or mixed race,NATIVE AMERICAN,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","Less than $20,000",LESS THAN $40K,853,853, , ,"Yes, has a home telephone",3,892,Yes,931,931,Arizona,West,Lowest,190411,15.2,CELL,20044350,Arizona,West,Mountain, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,Yes,.5805,7.2617,1.853,2.2291,English,Mountain,sex = rsex,Dual,Dual HH,ARIZONA,A,D,1,Yes,A,Suburban
50000249,Female,70,Very unfavorable,101,Strongly favor,116,116,Important but not a top priority,Top priority,Top priority,Top priority,Important but not a top priority,Top priority,Very positive,Very positive,Somewhat positive, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,341,341,Somewhat important, ,Very worried,Very worried, ,"Yes, overturn",501,501,Increase spending,Increase spending,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,565,565,Independent,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,599,599,"Yes, should take action","Yes, should take action","Yes, should take action",Doctor or provider,751,751,Too little,Leading role, ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",886,886,Female,FEMALE,22, ,18-64,18-29,18-24,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name, , , ,No, ,957,Only fair,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",990,990,Never been married,Employed full-time,EMPLOYED,1017,1017,Conservative,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1048,1048,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,Yes,Other or mixed race,HISPANIC,HISPANIC,U.S.,HISPANIC - BORN IN US,"$20,000 to less than $30,000",LESS THAN $40K,1123,1123, , ,"No, no home telephone",2,1193,Yes,1230,1230,California,West,3,190411,20.4,CELL,20051336,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,8.8963,2.2701,2.7309,English,Pacific,sex = rsex,CPO,CPO HH,CALIFORNIA,A,D,1,No,A,Suburban
50000250,Male,71,Very favorable,92,Strongly favor,113,113,Should not be done,Top priority,Top priority,Top priority,Top priority,Top priority, ,Very positive,Very positive,Very positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,301,301, ,Very important,Very worried,Very worried,"No, do not want to see it overturned", ,394,394,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Keep it about the same,462,462,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Passing a national Medicare-for-all plan,491,491,"Yes, should take action","Yes, should take action","Yes, should take action",Both,593,593,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",699,699,Male,MALE,86, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,754,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",808,808,Widowed,Retired,RETIRED,840,840,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,868,868,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$30,000 to less than $40,000",LESS THAN $40K,915,915, , ,"No, no home telephone",1,969,Yes,1078,1078,California,West,3,190411,17.9,CELL,20053229,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,1.9948,.509,.6123,English,Pacific,sex = rsex,CPO,CPO HH,CALIFORNIA,B,C,1,No,A,Suburban
50000251,Male,79,Very unfavorable,103,Strongly oppose,211,211,Top priority,Top priority,Important but not a top priority,Top priority,Not too important,Top priority,Very negative,Somewhat negative,Don't Know, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,549,549,Somewhat important, ,Not at all worried,Not too worried, ,"Yes, overturn",706,706,Keep it about the same,Keep it about the same,Increase spending, ,Decrease spending, ,Decrease spending, ,801,801,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,881,881,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,1056,1056,Too much,"Major role, but not leading", ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1188,1188,Male,MALE,62, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name, , , ,Yes,Some other reason,1259,Very good,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",1339,1339,Widowed,Unemployed and currently seeking employment,UNEMPLOYED,1368,1368,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1430,1430,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$30,000 to less than $40,000",LESS THAN $40K,1483,1483, , ,"Yes, has a home telephone",2,1552,Yes,1686,1686,California,West,Highest,190411,27.8,CELL,20051587,California,West,Pacific, , , ,A5,Cell phone,State,Yes,Yes - Democratic/Independent,No,.8661,2.1878,.5583,.6716,English,Pacific,sex = rsex,Dual,Dual HH,CALIFORNIA,A,D,1,No,A,Suburban
50000252,Female,76,Don't Know,123,Strongly favor,142,142,Should not be done,Top priority,Important but not a top priority,Not too important,Important but not a top priority,Top priority, ,Very positive,Neutral/Neither positive or negative (Vol.),Somewhat negative, ,The federal government should allow insurance companies to sell these types of plans,357,357, ,Very important,Very worried,Very worried,"Yes, overturn", ,488,488,Decrease spending,Keep it about the same, ,Decrease spending, ,Keep it about the same, ,Keep it about the same,581,581,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Oppose, ,642,642,"Yes, should take action","Yes, should take action","Yes, should take action",Both,731,731,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",828,828,Female,FEMALE,34, ,18-64,30-49,25-34,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name, , , ,Yes,Some other reason,898,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",927,927,Married,Employed full-time,EMPLOYED,952,952,Conservative,No,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,992,992,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,Yes,White, ,HISPANIC,U.S.,HISPANIC - BORN IN US,"$20,000 to less than $30,000",LESS THAN $40K,1063,1063, , ,"No, no home telephone",3,1111,Yes,1236,1236,California,West,2,190411,20.3,CELL,20054743,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,8.8963,2.2701,2.7309,English,Pacific,sex = rsex,CPO,CPO HH,CALIFORNIA,B,C,1,No,A,Suburban
50000253,Male,61,Somewhat favorable,105,Strongly oppose,126,126,Not too important,Top priority,Top priority,Important but not a top priority,Should not be done,Important but not a top priority,Somewhat positive,Somewhat negative,Somewhat positive, ,Very negative,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,340,340,Not too important, ,Not at all worried,Not at all worried,"No, do not want to see it overturned", ,433,433,Keep it about the same,Keep it about the same,Decrease spending, ,Decrease spending, ,Keep it about the same, ,477,477,Or what?,Independent/don't lean to either party (VOL.),Pure Independents,INDEPENDENT/DON'T LEAN, , ,501,501,"No, should not take action","No, should not take action","No, should not take action",Both,612,612,Too much,Minor role, ,Lower priority, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",705,705,Male,MALE,20, ,18-64,18-29,18-24,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,764,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",792,792,Never been married,Employed full-time,EMPLOYED,820,820,Moderate,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,860,860,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$40,000 to less than $50,000",$40K-$89K,908,908, , ,"No, no home telephone",3,947,Yes,998,998,Nevada,West,2,190411,16.5,CELL,20055443,Nevada,West,Mountain, , , ,A6,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,4.2561,1.086,1.3065,English,Mountain,sex = rsex,CPO,CPO HH,NEVADA,A,C,1,No,A,Suburban
50000254,Female,71,Very favorable,105,Strongly favor,127,127,Should not be done,Top priority,Important but not a top priority,Important but not a top priority,Important but not a top priority,Top priority,Somewhat positive,Somewhat positive,Somewhat positive, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,372,372,Very important, ,Very worried,Very worried,"No, do not want to see it overturned", ,495,495,Increase spending,Increase spending,Decrease spending, ,Keep it about the same, ,Keep it about the same, ,609,609,Independent,Democratic,Democrat/Independent lean Democrat,INDEPENDENT/LEAN DEM, ,Improving and protecting the 2010 Affordable Care Act,685,685,"No, should not take action","Yes, should take action","Yes, should take action",Both,845,845,About the right amount,"Major role, but not leading", ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",959,959,Female,FEMALE,50, ,18-64,50-64,45-54,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,From (healthcare.gov or STATE SPECIFIC MARKETPLACE NAME), , ,Yes,Some other reason,1078,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1114,1114,Never been married,Employed full-time,EMPLOYED,1137,1137,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1176,1176,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,1235,1235, , ,"Yes, has a home telephone",1,1309,Yes,1430,1430,Oregon,West,Lowest,190411,23.7,CELL,20050769,Oregon,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.6802,1.7632,.4499,.5413,English,Pacific,sex = rsex,Dual,Dual HH,OREGON,A,C,1,No,A,Rural
50000255,Female,80,Somewhat favorable,104,Strongly oppose,125,125,Should not be done,Important but not a top priority,Not too important,Important but not a top priority,Should not be done,Important but not a top priority,Very negative,Very negative,Somewhat negative, ,Somewhat negative,The federal government should allow insurance companies to sell these types of plans,326,326,Very important, ,Not too worried,Not too worried, ,"No, do not want to see it overturned",446,446,Keep it about the same,Keep it about the same,Decrease spending, ,Keep it about the same, ,Keep it about the same, ,523,523,Independent,Don't Know,Pure Independents,UNDESIGNATED, , ,550,550,"No, should not take action","No, should not take action","Yes, should take action",Both,647,647,About the right amount,"Major role, but not leading", ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",726,726,Female,FEMALE,34, ,18-64,30-49,25-34,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Some other reason,813,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",843,843,Married,Employed full-time,EMPLOYED,868,868,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,897,897,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,Asian, ,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","$100,000 or more",$90K+,960,960, , ,"No, no home telephone",2,1024,Yes,1066,1066,Washington,West,4,190411,17.6,CELL,20051816,Oregon,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,5.8482,1.4923,1.7952,English,Pacific,sex = rsex,CPO,CPO HH,WASHINGTON,A,D,1,No,A,Urban
50000257,Female,59,Don't Know,79,Don't Know,160,160,Top priority,Top priority,Top priority,Top priority,Don't Know,Top priority, ,Very positive,Neutral/Neither positive or negative (Vol.),Very positive, ,The federal government should allow insurance companies to sell these types of plans,452,452, ,Not at all important,Very worried,Very worried,"Yes, overturn", ,591,591,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Increase spending,682,682,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,725,725,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,847,847,Too little, ,"Major role, but not leading", ,Higher priority,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",962,962,Female,FEMALE,24, ,18-64,18-29,18-24,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65, , , , , ,988,Poor,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",1031,1031,Never been married,Employed part-time,EMPLOYED,1062,1062,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1100,1100,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,Yes,Other or mixed race,multi,HISPANIC,U.S.,HISPANIC - BORN IN US,"Less than $20,000",LESS THAN $40K,1176,1176, , ,"No, no home telephone",1,1221,Yes,1266,1266,Texas,South,Highest,190411,21,CELL,20054824,California,West,Pacific, , , ,A1,Cell phone,Federal,No/Maybe,No/Maybe,No,.7261,7.1998,1.8372,2.2101,English,West South Central,sex = rsex,CPO,CPO HH,TEXAS,B,C,1,Yes,A,Urban
50000258,Male,62,Very unfavorable,89,Strongly oppose,108,108,Top priority,Important but not a top priority,Should not be done,Important but not a top priority,Should not be done,Top priority, ,Very negative,Very negative,Somewhat negative, ,The federal government should allow insurance companies to sell these types of plans,334,334, ,Not at all important,Not at all worried,Not at all worried,"Yes, overturn", ,420,420,Keep it about the same,Keep it about the same, ,Decrease spending, ,Keep it about the same, ,Refused,477,477,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,548,548,"No, should not take action","No, should not take action","No, should not take action",Both,665,665,About the right amount, ,Minor role, ,Lower priority,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",757,757,Male,MALE,62, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,No, ,830,Very good,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",865,865,Married,Employed full-time,EMPLOYED,895,895,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,925,925,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,977,977, , ,"No, no home telephone",4 or more,1035,Yes,1071,1071,Utah,West,4,190411,17.8,CELL,20055444,California,West,Pacific, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,Yes,1.192,2.1035,.5367,.6457,English,Mountain,sex = rsex,CPO,CPO HH,UTAH,B,C,1,No,A,Suburban
50000259,Female,74,Very unfavorable,96,Don't Know,141,141,Important but not a top priority,Top priority,Important but not a top priority,Important but not a top priority,Not too important,Important but not a top priority, ,Don't Know,Don't Know,Somewhat negative, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,656,656, ,Somewhat important,Somewhat worried,Somewhat worried, ,Don't Know,811,811,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,Keep it about the same,980,980,Refused,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Don't Know, ,1084,1084,"Yes, should take action","No, should not take action","No, should not take action",Both,1306,1306,About the right amount, ,"Major role, but not leading", ,About right,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",1478,1478,Female,FEMALE,83, ,65+,65+,65+,Covered by health insurance, ,Somewhere else,Community Health First ., , , , , , ,1638,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1699,1699,Widowed,Retired,RETIRED,1729,1729,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1768,1768,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$30,000 to less than $40,000",LESS THAN $40K,1822,1822, , ,"Yes, has a home telephone",3,1862,Yes,1984,1984,Washington,West,4,190411,32.9,CELL,20054324,Washington,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.953,2.9549,.754,.9071,English,Pacific,sex = rsex,Dual,Dual HH,WASHINGTON,B,D,1,No,A,Suburban
50000260,Female,77,Somewhat favorable,148,Strongly favor,185,185,Top priority,Top priority,Important but not a top priority,Important but not a top priority,Important but not a top priority,Top priority,Don't Know,Very positive,Don't Know, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,686,686,Very important, ,Not too worried,Very worried,"Yes, overturn", ,822,822,Increase spending,Increase spending,Don't Know, ,Increase spending, ,Increase spending, ,958,958,Or what?,Don't Know,Undesignated,UNDESIGNATED, , ,1007,1007,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,1172,1172,Too little,"Major role, but not leading", ,Don't Know, ,Don't Know,1307,1307,Female,FEMALE,57, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name, , , ,Yes,Some other reason,1435,Only fair,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",1503,1503,Separated,On disability and can't work,ON DISABILITY AND CAN'T WORK,1539,1539,Don't Know,No,Don't Know,DK/RF,1602,1602,Don't Know,DK/RF,DK/RF,DK/RF,Yes,Black or African-American,Black and Honduran,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,"Less than $20,000",LESS THAN $40K,1692,1692, , ,"No, no home telephone",2,1756,Yes,1829,1829,California,West, ,190411,30.1,CELL,20050670,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,1.192,4.3384,1.107,1.3318,English,Pacific,sex = rsex,CPO,CPO HH,CALIFORNIA,A,C,CALIFORNIA,No,A,Urban
50000261,Female,102,Very favorable,136,Somewhat favor,164,164,Top priority,Top priority,Top priority,Top priority,Should not be done,Top priority, ,Somewhat negative,Somewhat positive,Somewhat negative, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,408,408, ,Very important,Not too worried,Somewhat worried,"Yes, overturn", ,497,497,Increase spending,Increase spending, ,Increase spending, ,Increase spending, ,Keep it about the same,621,621,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,647,647,"Yes, should take action","Yes, should take action","No, should not take action",Both,777,777,About the right amount, ,"Major role, but not leading", ,About right,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",899,899,Female,FEMALE,72, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,998,Only fair,ONLY FAIR/POOR,OF/P,"Yes, someone in household has pre-existing condition",1076,1076,Widowed,Retired,RETIRED,1102,1102,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1150,1150,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$20,000 to less than $30,000",LESS THAN $40K,1201,1201, , ,"No, no home telephone",1,1293,Yes,1336,1336,Arizona,West,Lowest,190411,22.2,CELL,20044297,Arizona,West,Mountain, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,Yes,.7261,1.324,.3378,.4064,English,Mountain,sex = rsex,CPO,CPO HH,ARIZONA,B,C,1,Yes,A,Suburban
50000262,Male,142,Somewhat favorable,170,Somewhat favor,193,193,Should not be done,Top priority,Important but not a top priority,Top priority,Not too important,Top priority,Somewhat positive,Somewhat negative,Don't Know, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,593,593,Very important, ,Somewhat worried,Somewhat worried,"No, do not want to see it overturned", ,712,712,Keep it about the same,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,783,783,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,855,855,"Yes, should take action","Yes, should take action","Yes, should take action",Both,1011,1011,About the right amount,"Major role, but not leading", ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1136,1136,Male,MALE,68, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,1206,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1248,1248,Divorced,Retired,RETIRED,1284,1284,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1322,1322,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$30,000 to less than $40,000",LESS THAN $40K,1435,1435, , ,"Yes, has a home telephone",1,1529,Yes,1618,1618,California,West,3,190411,26.8,CELL,20053401,California,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.5052,1.0853,.2769,.3331,English,Pacific,sex = rsex,Dual,Dual HH,CALIFORNIA,A,C,1,Yes,A,Urban
50000263,Female,69,Very favorable,97,Don't Know,148,148,Should not be done,Top priority,Important but not a top priority,Important but not a top priority,Should not be done,Top priority,Somewhat positive,Somewhat positive,Somewhat negative, ,Somewhat negative,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,417,417,Very important, ,Very worried,Very worried, ,"No, do not want to see it overturned",576,576,Increase spending,Keep it about the same,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,644,644,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,679,679,"Yes, should take action","Yes, should take action","Yes, should take action",Both,810,810,About the right amount,"Major role, but not leading", ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",913,913,Female,FEMALE,39, ,18-64,30-49,35-44,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Some other reason,1050,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1088,1088,Married,Employed full-time,EMPLOYED,1103,1103,Moderate,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1133,1133,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,Asian, ,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","$50,000 to less than $75,000",$40K-$89K,1196,1196, , ,"Yes, has a home telephone",3,1244,Yes,1289,1289,Washington,West,4,190411,21.3,CELL,20050760,Washington,West,Pacific, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.953,7.4318,1.8964,2.2813,English,Pacific,sex = rsex,Dual,Dual HH,WASHINGTON,A,D,1,No,A,Urban
